frame_path,source_dataset,source_split,source_person_id,person,man,woman,short_hair,long_hair,bald_hair,black_clothes,white_clothes,red_clothes,blue_clothes,green_clothes,yellow_clothes,brown_clothes,gray_clothes,orange_clothes,pink_clothes,purple_clothes,dress,glasses,hat,backpack,bag,source_annotation_csv,source_image_reference
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0386_c3s3_080969_07.jpg,market1501_attribute,train,386.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0386_c3s3_081019_02.jpg,market1501_attribute,train,386.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0386_c3s3_081044_03.jpg,market1501_attribute,train,386.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0386_c5s3_081312_05.jpg,market1501_attribute,train,386.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0386_c6s4_007602_03.jpg,market1501_attribute,train,386.0,1,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0389_c2s1_091471_03.jpg,market1501_attribute,train,389.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0389_c3s1_091642_02.jpg,market1501_attribute,train,389.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0389_c3s1_091692_02.jpg,market1501_attribute,train,389.0,1,1,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_019816_05.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_019916_06.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_032216_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_032241_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_032266_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c1s2_043296_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c2s1_091296_04.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c2s1_091346_03.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_092042_04.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_092167_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_104367_06.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_104392_05.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_104392_10.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c3s1_104892_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_092073_03.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_092623_06.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_092748_05.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_092773_10.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_105048_04.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_105123_04.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_105148_02.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_105248_03.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_105373_03.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116170_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116195_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116245_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116270_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116295_01.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0390_c5s1_116320_05.jpg,market1501_attribute,train,390.0,1,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0392_c1s2_018391_02.jpg,market1501_attribute,train,392.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0392_c2s1_090221_01.jpg,market1501_attribute,train,392.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0392_c2s1_090246_05.jpg,market1501_attribute,train,392.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0392_c4s2_018417_01.jpg,market1501_attribute,train,392.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0392_c4s2_018467_03.jpg,market1501_attribute,train,392.0,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c1s2_020416_03.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c1s2_020466_03.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c1s2_039946_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c2s1_092696_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c2s1_092721_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c2s1_112441_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_092817_02.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_092817_08.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_092842_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_092917_03.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_112058_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c3s1_112083_03.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_093248_06.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_093323_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_093323_06.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_093423_02.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_093448_06.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_112745_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_112770_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_112845_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0393_c5s1_112895_01.jpg,market1501_attribute,train,393.0,1,1,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c1s2_020566_04.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c1s2_020641_04.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c1s2_020691_02.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c1s2_030116_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c3s1_093042_02.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c3s1_093092_02.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c3s1_094192_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c3s1_102392_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c4s2_030192_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c4s2_030267_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_093423_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_093448_02.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_093523_07.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_102948_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_102973_01.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_103023_03.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0394_c5s1_103048_02.jpg,market1501_attribute,train,394.0,1,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c1s2_021816_01.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c1s2_021866_02.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c3s1_094292_01.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c3s1_094392_02.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c3s1_094467_03.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c5s1_094873_01.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0397_c5s1_094973_01.jpg,market1501_attribute,train,397.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c1s2_022116_01.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c1s2_027466_02.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c3s1_094467_02.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c3s1_094567_03.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c3s1_099717_02.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c3s1_099742_01.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c5s1_094873_03.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0398_c5s1_095098_05.jpg,market1501_attribute,train,398.0,1,0,1,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c1s2_022316_02.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c2s1_094396_01.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c2s1_094446_01.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c2s1_094471_01.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c2s1_107021_02.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c2s1_107046_01.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c3s1_094567_02.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c3s1_094592_02.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c3s1_106742_01.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c3s1_106767_02.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c5s1_095098_03.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0399_c5s1_095123_03.jpg,market1501_attribute,train,399.0,1,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0402_c2s1_095371_01.jpg,market1501_attribute,train,402.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0402_c3s1_095517_02.jpg,market1501_attribute,train,402.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0402_c3s1_095542_01.jpg,market1501_attribute,train,402.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0402_c3s1_095642_02.jpg,market1501_attribute,train,402.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0402_c5s1_096223_06.jpg,market1501_attribute,train,402.0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c1s2_023366_03.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c1s2_023841_04.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c1s2_023866_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c1s2_023966_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c1s2_028341_01.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_095646_01.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_095646_08.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_095821_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_095896_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_095971_04.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_096146_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c2s1_096496_05.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c3s1_096692_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c3s1_096717_03.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c3s1_100142_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c3s1_100542_01.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c5s1_096298_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0403_c5s1_096523_02.jpg,market1501_attribute,train,403.0,1,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,
