frame_path,source_dataset,source_split,source_person_id,person,man,woman,short_hair,long_hair,black_clothes,white_clothes,red_clothes,blue_clothes,green_clothes,yellow_clothes,hat,backpack,bag
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002401_01.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002451_01.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002476_02.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002501_02.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002526_02.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002551_03.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002576_01.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_002676_03.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_003826_03.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_003851_02.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_003876_03.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0023_c6s1_003901_03.jpg,market1501_attribute,train,0023,1,1,0,1,0,0,1,1,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c1s1_002301_03.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c1s1_002326_04.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c1s1_002351_01.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c1s4_033456_01.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c1s4_033481_01.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c2s1_001751_04.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c2s1_001776_04.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c2s2_091032_02.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c3s1_002026_03.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c3s1_002051_02.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c3s1_002076_02.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c6s1_002626_01.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c6s1_002651_02.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c6s1_002676_02.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0027_c6s2_087768_03.jpg,market1501_attribute,train,0027,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c1s4_033506_01.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c1s4_033531_01.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c2s1_001751_02.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c2s1_001776_03.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c2s1_001801_03.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c3s1_001976_01.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c3s1_002001_02.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c3s1_002026_02.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c6s1_002551_02.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c6s1_002576_04.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0028_c6s1_002601_02.jpg,market1501_attribute,train,0028,1,0,1,0,1,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0030_c1s1_002551_03.jpg,market1501_attribute,train,0030,1,1,0,1,0,1,0,0,1,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0030_c1s1_002576_01.jpg,market1501_attribute,train,0030,1,1,0,1,0,1,0,0,1,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0030_c2s1_001876_02.jpg,market1501_attribute,train,0030,1,1,0,1,0,1,0,0,1,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0030_c3s1_001926_06.jpg,market1501_attribute,train,0030,1,1,0,1,0,1,0,0,1,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0030_c4s1_002476_03.jpg,market1501_attribute,train,0030,1,1,0,1,0,1,0,0,1,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c1s1_002576_03.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c1s1_002851_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c1s1_002876_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c3s1_002276_01.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c3s1_002376_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c3s1_002401_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c3s1_002451_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c3s1_002526_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c5s1_002801_01.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c5s1_002851_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c5s1_002901_04.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c5s1_002926_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002851_01.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002876_01.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002901_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002926_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002926_04.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002951_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002951_03.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_002976_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_003001_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_003026_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_003051_02.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0032_c6s1_003101_01.jpg,market1501_attribute,train,0032,1,0,1,1,0,0,1,0,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c1s1_003351_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c1s1_003676_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c3s1_003251_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c3s1_003276_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c3s1_003301_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c4s1_003201_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c4s1_003226_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c4s1_003401_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c4s1_003426_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c5s1_003676_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c5s1_003701_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c5s1_003776_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c5s1_003801_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003801_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003826_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003851_01.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003876_02.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003901_02.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0035_c6s1_003976_03.jpg,market1501_attribute,train,0035,1,1,0,1,0,1,1,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c1s1_003926_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c1s1_003951_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c1s1_004376_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_002976_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_003126_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_003176_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_003301_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_003976_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c2s1_004476_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003151_01.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003301_03.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003451_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003476_03.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003476_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c3s1_003851_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c5s1_003801_02.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c5s1_004151_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c5s1_004426_02.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c5s1_004651_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0037_c5s1_005176_04.jpg,market1501_attribute,train,0037,1,1,0,1,0,1,0,0,0,0,0,1,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0042_c2s3_057927_04.jpg,market1501_attribute,train,0042,1,1,0,1,0,0,0,0,1,0,1,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0042_c3s3_064144_04.jpg,market1501_attribute,train,0042,1,1,0,1,0,0,0,0,1,0,1,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0042_c3s3_064169_01.jpg,market1501_attribute,train,0042,1,1,0,1,0,0,0,0,1,0,1,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0042_c6s3_087892_02.jpg,market1501_attribute,train,0042,1,1,0,1,0,0,0,0,1,0,1,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0042_c6s3_087917_01.jpg,market1501_attribute,train,0042,1,1,0,1,0,0,0,0,1,0,1,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c2s1_003626_02.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c2s1_003651_02.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c3s1_003776_03.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c3s1_003826_02.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c3s1_003851_02.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c6s1_004376_01.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c6s1_004401_02.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c6s1_004426_01.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0043_c6s1_004451_01.jpg,market1501_attribute,train,0043,1,0,1,0,1,1,0,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c1s1_004101_04.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c1s1_004126_03.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c1s1_004151_01.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c4s1_004026_01.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c4s1_004151_03.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c4s1_004376_02.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c5s1_004026_04.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c5s1_004051_02.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0046_c5s1_004151_03.jpg,market1501_attribute,train,0046,1,0,1,0,1,1,0,1,0,0,0,0,1,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c1s6_027846_02.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c2s3_070302_01.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c2s3_070352_01.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c3s3_076569_04.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c3s3_076619_01.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c5s3_076912_03.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c5s3_076987_03.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c6s4_003052_04.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c6s4_003052_05.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0047_c6s4_003102_01.jpg,market1501_attribute,train,0047,1,1,0,1,0,1,0,0,0,0,0,0,0,0
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0048_c1s1_005001_01.jpg,market1501_attribute,train,0048,1,1,0,1,0,1,1,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0048_c1s1_005101_01.jpg,market1501_attribute,train,0048,1,1,0,1,0,1,1,0,0,0,0,0,0,1
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0048_c1s1_005101_03.jpg,market1501_attribute,train,0048,1,1,0,1,0,1,1,0,0,0,0,0,0,1
