frame_path,source_dataset,source_image_name,person,man,woman,short_hair,long_hair,bald_hair,black_hair,blonde_hair,brown_hair,gray_hair,straight_hair,wavy_hair,bangs_hair,receding_hairline,black_clothes,white_clothes,red_clothes,blue_clothes,green_clothes,yellow_clothes,brown_clothes,gray_clothes,orange_clothes,pink_clothes,purple_clothes,dress,glasses,hat,backpack,bag
data\external\celeba\celeba\img_align_celeba\003871.jpg,celeba,003871.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003872.jpg,celeba,003872.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003873.jpg,celeba,003873.jpg,1,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003874.jpg,celeba,003874.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003875.jpg,celeba,003875.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003876.jpg,celeba,003876.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003877.jpg,celeba,003877.jpg,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003878.jpg,celeba,003878.jpg,1,1,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003879.jpg,celeba,003879.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003880.jpg,celeba,003880.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003881.jpg,celeba,003881.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003882.jpg,celeba,003882.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003883.jpg,celeba,003883.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003884.jpg,celeba,003884.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003885.jpg,celeba,003885.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003886.jpg,celeba,003886.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003887.jpg,celeba,003887.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003888.jpg,celeba,003888.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003889.jpg,celeba,003889.jpg,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003890.jpg,celeba,003890.jpg,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003891.jpg,celeba,003891.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003892.jpg,celeba,003892.jpg,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003893.jpg,celeba,003893.jpg,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003894.jpg,celeba,003894.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003895.jpg,celeba,003895.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003896.jpg,celeba,003896.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003897.jpg,celeba,003897.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003898.jpg,celeba,003898.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003899.jpg,celeba,003899.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003900.jpg,celeba,003900.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003901.jpg,celeba,003901.jpg,1,0,1,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003902.jpg,celeba,003902.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003903.jpg,celeba,003903.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003904.jpg,celeba,003904.jpg,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003905.jpg,celeba,003905.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\003906.jpg,celeba,003906.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003907.jpg,celeba,003907.jpg,1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003908.jpg,celeba,003908.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003909.jpg,celeba,003909.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003910.jpg,celeba,003910.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003911.jpg,celeba,003911.jpg,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003912.jpg,celeba,003912.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003913.jpg,celeba,003913.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003914.jpg,celeba,003914.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003915.jpg,celeba,003915.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003916.jpg,celeba,003916.jpg,1,1,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003917.jpg,celeba,003917.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003918.jpg,celeba,003918.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003919.jpg,celeba,003919.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003920.jpg,celeba,003920.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003921.jpg,celeba,003921.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003922.jpg,celeba,003922.jpg,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003923.jpg,celeba,003923.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003924.jpg,celeba,003924.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003925.jpg,celeba,003925.jpg,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003926.jpg,celeba,003926.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003927.jpg,celeba,003927.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003928.jpg,celeba,003928.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\003929.jpg,celeba,003929.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003930.jpg,celeba,003930.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003931.jpg,celeba,003931.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003932.jpg,celeba,003932.jpg,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003933.jpg,celeba,003933.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003934.jpg,celeba,003934.jpg,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003935.jpg,celeba,003935.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\003936.jpg,celeba,003936.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003937.jpg,celeba,003937.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003938.jpg,celeba,003938.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003939.jpg,celeba,003939.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003940.jpg,celeba,003940.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003941.jpg,celeba,003941.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003942.jpg,celeba,003942.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003943.jpg,celeba,003943.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003944.jpg,celeba,003944.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003945.jpg,celeba,003945.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003946.jpg,celeba,003946.jpg,1,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003947.jpg,celeba,003947.jpg,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003948.jpg,celeba,003948.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003949.jpg,celeba,003949.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003950.jpg,celeba,003950.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003951.jpg,celeba,003951.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003952.jpg,celeba,003952.jpg,1,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003953.jpg,celeba,003953.jpg,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003954.jpg,celeba,003954.jpg,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003955.jpg,celeba,003955.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003956.jpg,celeba,003956.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003957.jpg,celeba,003957.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003958.jpg,celeba,003958.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003959.jpg,celeba,003959.jpg,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003960.jpg,celeba,003960.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003961.jpg,celeba,003961.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003962.jpg,celeba,003962.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003963.jpg,celeba,003963.jpg,1,0,1,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003964.jpg,celeba,003964.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003965.jpg,celeba,003965.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003966.jpg,celeba,003966.jpg,1,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003967.jpg,celeba,003967.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003968.jpg,celeba,003968.jpg,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003969.jpg,celeba,003969.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003970.jpg,celeba,003970.jpg,1,1,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003971.jpg,celeba,003971.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003972.jpg,celeba,003972.jpg,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003973.jpg,celeba,003973.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003974.jpg,celeba,003974.jpg,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003975.jpg,celeba,003975.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003976.jpg,celeba,003976.jpg,1,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003977.jpg,celeba,003977.jpg,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003978.jpg,celeba,003978.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\003979.jpg,celeba,003979.jpg,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003980.jpg,celeba,003980.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003981.jpg,celeba,003981.jpg,1,1,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
data\external\celeba\celeba\img_align_celeba\003982.jpg,celeba,003982.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003983.jpg,celeba,003983.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003984.jpg,celeba,003984.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003985.jpg,celeba,003985.jpg,1,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003986.jpg,celeba,003986.jpg,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003987.jpg,celeba,003987.jpg,1,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003988.jpg,celeba,003988.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003989.jpg,celeba,003989.jpg,1,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003990.jpg,celeba,003990.jpg,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003991.jpg,celeba,003991.jpg,1,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003992.jpg,celeba,003992.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003993.jpg,celeba,003993.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003994.jpg,celeba,003994.jpg,1,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003995.jpg,celeba,003995.jpg,1,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003996.jpg,celeba,003996.jpg,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003997.jpg,celeba,003997.jpg,1,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003998.jpg,celeba,003998.jpg,1,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\003999.jpg,celeba,003999.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004000.jpg,celeba,004000.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004001.jpg,celeba,004001.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004002.jpg,celeba,004002.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004003.jpg,celeba,004003.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004004.jpg,celeba,004004.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\004005.jpg,celeba,004005.jpg,1,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004006.jpg,celeba,004006.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004007.jpg,celeba,004007.jpg,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
data\external\celeba\celeba\img_align_celeba\004008.jpg,celeba,004008.jpg,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004009.jpg,celeba,004009.jpg,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004010.jpg,celeba,004010.jpg,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
data\external\celeba\celeba\img_align_celeba\004011.jpg,celeba,004011.jpg,1,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
