frame_path,source_dataset,source_split,source_person_id,source_annotation_csv,source_image_reference,person,man,woman,short_hair,long_hair,bald_hair,black_hair,blonde_hair,brown_hair,gray_hair,straight_hair,wavy_hair,bangs_hair,receding_hairline,black_clothes,white_clothes,red_clothes,blue_clothes,green_clothes,yellow_clothes,brown_clothes,gray_clothes,orange_clothes,pink_clothes,purple_clothes,dress,glasses,hat,backpack,bag,source_image_name
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c2s1_026976_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c2s1_026976_03.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c2s1_027126_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c2s1_030076_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c2s1_030101_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_027526_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_027526_03.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_027676_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_027701_02.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_029801_04.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c3s1_029826_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c4s1_031226_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c5s1_028076_04.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c5s1_028101_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c5s1_028201_02.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c5s1_030426_02.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c5s1_030476_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_028201_05.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_028251_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_028276_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_030276_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_030301_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0159_c6s1_030326_01.jpg,market1501_attribute,train,159.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c2s1_027351_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c2s1_027376_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c3s1_027501_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c3s1_027526_02.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028076_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028101_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028126_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028201_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028226_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028326_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0160_c6s1_028401_01.jpg,market1501_attribute,train,160.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c1s6_049246_01.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c4s6_050016_01.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c4s6_050041_01.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c4s6_050066_01.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c4s6_050116_05.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0162_c5s3_099412_02.jpg,market1501_attribute,train,162.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0164_c1s1_029576_01.jpg,market1501_attribute,train,164.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0164_c1s1_029601_01.jpg,market1501_attribute,train,164.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0164_c4s1_029601_03.jpg,market1501_attribute,train,164.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0164_c4s1_029626_04.jpg,market1501_attribute,train,164.0,,,1,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c1s1_030351_02.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c1s1_030351_03.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c1s1_030426_02.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c2s1_029551_03.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c3s1_029501_02.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c3s1_029826_04.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c5s1_030101_02.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c5s1_030126_07.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0166_c5s1_030526_02.jpg,market1501_attribute,train,166.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c1s1_030026_02.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s1_030451_01.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_012279_02.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_012379_03.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_012504_05.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_012554_03.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_012579_01.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0167_c4s5_013304_04.jpg,market1501_attribute,train,167.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0169_c1s1_030551_02.jpg,market1501_attribute,train,169.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0169_c2s1_029851_01.jpg,market1501_attribute,train,169.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0169_c2s1_029876_05.jpg,market1501_attribute,train,169.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c1s6_015671_02.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c1s6_015696_01.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c2s3_058052_02.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c2s3_058152_02.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c3s3_064594_04.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c6s3_088292_03.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0172_c6s3_088317_03.jpg,market1501_attribute,train,172.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c1s6_015671_05.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c2s3_058052_04.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c2s3_058152_03.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c3s3_064469_01.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c3s3_064519_01.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0173_c3s3_064594_02.jpg,market1501_attribute,train,173.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c1s1_031226_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c1s1_031251_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s1_031976_01.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s1_032076_03.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_013654_04.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_013679_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_013779_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_013779_10.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_013854_01.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s5_016004_04.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s6_017066_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0175_c4s6_017116_02.jpg,market1501_attribute,train,175.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c1s1_032751_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c1s1_032776_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c1s1_043551_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c1s1_043701_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c2s1_032276_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c2s1_032301_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c3s1_032401_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c3s1_032426_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c3s1_042926_04.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c3s1_042976_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c5s1_032826_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c5s1_043526_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c5s1_043551_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c5s1_043676_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c6s1_032976_05.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c6s1_033001_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c6s1_043401_06.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c6s1_043426_01.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0176_c6s1_043451_02.jpg,market1501_attribute,train,176.0,,,1,1,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0177_c1s1_032826_01.jpg,market1501_attribute,train,177.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0177_c1s1_032851_01.jpg,market1501_attribute,train,177.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0177_c2s1_032276_06.jpg,market1501_attribute,train,177.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
data\external\market1501\Market-1501-v15.09.15\bounding_box_train\0177_c2s1_032301_03.jpg,market1501_attribute,train,177.0,,,1,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
